text,sentiment
نحب نتفرج الحلقة الرابعة مالقيتهاش 😢,0
من الجزائر مسلسل شباب بزاف🥰🥰,
تحكي مع قط ههه هدي هي الضريبة تاع ما نزوجش نكمل قرايت,
❤❤ نحبك نوح والامل نموت عليييييكم نحبكم❤😊 نحبكم ❤😊 نحبكم,
ديارهم تغم 🙃🫤,
الممثلة اللي دارت دور المديقة ة,
المديرة تقتل بالضحك,
اقوي مسلسل,
الصح البنت بالدات متلبسش سروال مقطع لا في مدرسة لا غيره لكن توانسة عاد كله عندكم عادي يا عار,-1
مهيش رحماى,
نعيمة خلي الحيوان رايض حمل راجلك احسن,
نعيمة هبلتي تحكي مع قطوس,
اللهم صلي وسلم علا سيدنا محمد,
😢😢😢😢يا ربي تعود رحم😢😢❤❤❤❤😅,
رنيم. ساءيحي,
انا الحق اولاد موفيدة و فون دو هوما لي عجبوني اكثر,
مدرسة كاملة تبكي على طفلة ماتت احنا عنا طفل يتصرع باش ايموت الأستاذ اقليلنا كاملو التمرين حتى تجي سيارة الإسعاف 😂,
تحية اولاد مفيدة ❤,
مسلسل حلو ❤❤❤❤🇹🇳🇹🇳,
الأستاذة تكيل بكلين,
ريم الرياحي قمة في الابداااع,
هذا واقعناا توا يلي صاير,
اقوي مسلسل شوفتو 🖤,
ملا أستاذة بصراحة بدلت هي ومرام السروال شي يضحك,
محله نَوح محله❤❤❤❤❤❤❤ نحببببببببببببك ياسراااااااااااااااااااااااااااااااااااا نوح وتمثيل متعو ياسراا سمح❤❤❤❤❤❤,
شيب ولعيب 😂😂😂😂😂,
أحلى مسلسل رمضاني,
لتف علا أيغيرتنا😢😢,
طلعو شوية الدعم,
حرقة الذرية ياسر صعيبة   الله لا يذوقها لحد 😭,
لا حول ولا قوة الا بالله امرأة تحكي مع قطوس 😂😂😂😂😂😂😂😂😂,
زعما مابلبزهاش 🤣🤣🤣,
😂😂 عجبتني كي بدلت لها سروال,
ضحكة نوح لنور❤,
تو هاذي بلاد مسلمة😢,-1
كتير يحب المسلمين,
شكو جا من تيك توك😂😂😂😂😂,
لبروف عندها سيارة كيما هاديك وتشكي من السلاك,
سمى والديهم الكل خايبين كفاش باش يجو ولادهم لا لوم عليهم المشكل الكل فالاسرى,
الله يعطيكم متتمناو دعولي نتزوج حبيبي 😢😢,
غايضتني مرام,
نوح والله ما علبلو بيه لاستاذا,
اااااا هههههه😂,
شكون بتفرج لحد ليوم 2024/03/28,
اول مرة نتفرج مسلسل تونسي صراحة عجبني بزااف عالمي حسابلي نتفرج سيري على نتفلكس ههه,
تموشنتي 46,
غير انا لي يعجبني نوح ومرام خير من نوح ونور؟ 💀,
كامل نتفرجو😂,
خاوتي ني نسيي نفهم لهجة ديالهم هيا صح مشي صعيبة بصح كاين كلمات مينفهموش بصح حبييت💕مسلسل قرااف شباببب 💌🇩🇿,
إلي من ولاية وادسوف يدير جام,
هذا الجزء الثاني يخي,
نصف جزائر تتفرج فيه,
واااااااا 😂😂😂,
24.3.2024,
مامعنى فلوجة بالتونسي,
سؤال هي رحمة ليش هربت مفتهمت🥹,
شفتوا في تيك توك قلت نتفرجوا عجبني بزااف❤🇩🇿,
شحال فيه من حلقة,
اي تاع تعليق اكل من دزاير 😂😂😂بينين اخر,
ولله شقاتلي قلبي رحمة تركي,
مبرد دم نوح,
تڨعر الهزة تع كادار 😅😅😅😅😅😅,
نوح شعل ڨارو خلاه ويصور 😅😅😅😅😅مهبول مهابل كل هههه😊,
جماعة كادار ماشي جواد تع عاشور؟,
امل تهبل,
انا تو فهموني علاه الحلقة نعاوده 5 مرات ؟؟,
ههههههههههه دور😂😂😂😂😂,
نوح لابس كارغو,
نوح والاستاذة يهبلو😂😭💗,
عيب تتفرجو في رمضان😮😮😮😮😮,-1
تصرفات استاذة الانقليزية مع تلميذها لا تليق بمربية اجيال,
سعات تجي لقطات تقتل بضحك😂😂😂,
كلش عندهم عادي الله يبارك,
ههههههه حشاهالها نوح انا منموت على حد,
تهبل لبروفة,
اني نتفرج نتبع فيها حلقة بحلقة,
واااااااااااا 😂😂😂,
نوح واش يسحق من نور,
نتفرج الجزء الأول باش نكمل الجزء الثاني,
15/03,
15❤,
ضحكة من الجزائر 😂,
انا عجبني المسلمين ان بوغتو اني جزائرية❤,
عجبتني ضحكة تالية,
ما جياش يخدعها,
شكون يتفرج توا 03/15,
انا جزائري ونتفرج مسلسلاتكم  يا توانسة برافو أداء رائع في تمثيل,
مسلسل جميل بس مافي ترجمة عربيه كل شوي تختفي,
توحشت ايام الليسي 😢,
اسم الأغنية الي حطوها بعد ماقال نوح دور دور تعيشو هبلت عليها😅❤❤😢,
دور دور😂😂😂,
❤❤❤ مسلسل,
فيلم  😢مي وينها رحمة,
شكون جاي من التيكتوك,
وا اا ااا ههه😂,
قالو خاطر تولي ماكرون تاع تونس 😂😂😂😂😂,
دركا نوح واش يحتاج من الاستاذة,
تبالي هكذا نوح و الاستاذة ❤,
دور دور 😂😂😂😂,
شكون يتفرج رمضان 2024,
والله صراتلي نفس لحكاية في الجزائر ههههه,
تونس لازملها فتوحات اسلامية,-1
5/3/2024,
شكون ليراه يتفىج ومخلي اختبارات,
اسم الاغنية لي حاطوها وقت وصل الاستاذة نور,
رححمة وين☹️,
رحمة وينها؟,0
ضحكة اسطورية😂😂🇩🇿❤️,
نوح والاستاذة . لي راو فصفي يعلق ⁦❤️⁩,
ملا امل ❤❤❤,
انا ضربتها عشقة في نوح 🙂وكادير 🥲,
تحية كبيرة لخاوتنا من تونس ديما قوة ان شاء الله عام سنا الفوندو الجزء الجديد 😢,
",,😂😂😂😂",
اول مسلسل تونسي تعجبني بالحق,1
شكون يتفرج ضرك ولا غير انا 14/03🇩🇿,
اني كل شويا نقول هادي اخر حلقه نشوفه و نرقد شكلي بي نتم المسلسل قبل ونحب نقول مسلسل غريب لنم مش عادي,
حنا عندنا فالجزائر تسخف معناتها كلي تشهي و هيا عندكم تشف ساعة ونا قاعدة نربط فالجمل المهم يهببل و عطبني بزاف برافو❤😂🥺,
عجبتني استاذ  نور😊,
رحمه عند أمك,
وحشي لي قتل سيدنا حمزة شكون عقل عليه,
حقيقة مسلسل.من.ااواقع.ريم.اارياحي.ابدعت.فيه.ام.اسلام,
معاكم دزيري,
رحمة معرسة وامها مسكينة تسخف 😢,0
دور دور 😅 ودارت,
نور ❤❤,
نوح،❤، انا مانموت على خاطر حد 😂القوة تتكلم 😅😊,
راح نصقصيكم فالخر يلقاوها رحمة😅😅😅😅,
ضحكة اسطورية 😂🇩🇿,
المكياج الاوفر في الليسي و الدخان و البوس نورمال و السروال المقطع لا 😂 ملا تونس,-1
ماكرون تاع تونس,
ايسمَع اسيدي مخاخ-خهم كي ليكبار ليفروخ,
شعاَنَت منهم الصَبَر,
وااااا ااا😂😂😂,
رحمة عند  إبراهيم وله❤,
ههههههه هدي صحكة جزءراي ا,
هههه نوح,
ههههه عجبتني غير دور دور😂😂😂😂,1
ههههه ضحكني نوح كما قال مرام انا منموت على خطر حد,1
دور دور❤❤😂😂😂😂😂😂😂😂,
اسم الاغنية لي حطوها لكادير مع امل فالكازينو بليز,
ياربي انا مشيت شفت حلقه 17 مغير ما نشوف رقم حلقه و ياليتني ماشفت 🤦‍♀️,
الحب ما عندو الفين بش اوصل سعات تحب عبد ما يستاهلش,
لي من الجزاير يعرف كي غنى هداك لخر اااااااااا تاعنا تاع صاحب ضحكه اسطوريه,
دور دور😂,
علاش ركبت مدام نور مع نوح على الموتور,0
أخوكم من الجزائر...يطلب منكم الحلقات المتبقية,
ان مركز,
دور دور 😂,
ويني بقية الحلقات 😢,
بش يروحو في الباڨا😂😂😂😂,
راك مجرم الفرخ😂😂😂😂😅,
اكثر لقطة عجبتني كي قالها نوح دوري دوري بعدين دارت  هههههههههه مسيطر,
معاكم دزيري آآآآ😂😂,
انا منموت على خاطر حد 😂😂😂😂😂,
ميكانيك صاحبي😁😆,
شكون ركز مع الطفلة كي طاحت,0
😂😂😂😂 فكرة سرقة لورق امتحان 😅,
أغنية الحب لي كواني حب اعمى,
-لم يعجبني الاخراج  ,-1
مسلسل زفت,-1
 مسلسل سطحي,-1
مش عارفه ليش صوتهم عالي التونسيات,0
😂😂😂😂محلاه سيتكوم اش خص كان يجيبوه في التلفزة,1
ملا امساطة😒😒😒😒😒😒😒,-1
محلاهم 😂😂😂😂,1
اروى انت ديما متألق في كل المسلسلات وخاصة اضحك معنا,1
ممسطها المخلوقة ومقبحها عمرو  التمثيل ما كان هكة,-1
ممسطها   ياوخياتي,-1
تفوه ممسطكم,-1
محلاها تهبل تحيه من ليبيا❤❤❤🤣🤣🤣🤣,
محلاهم يقتلوا بضحك تمثيل باهي واصلوا 😂❤❤,
ما امسطهاااا,-1
تفاهة و غباء,-1
بربي أضحكو عاد تنساوش,-1
ابدعت بزاف ❤,1
😂😂😂مجنونة عرسة😂,0
برافو يعطيكم الصحة ❤❤,
تهبل محلاك اروى,
قلقت وانا نتفرج الي تعدى في كلمة عزة ومعز اكثر مالسيتكوم,-1
شنوا هذا ؟!!,-1
العريس كعبة لا ميعرفش يمثل اما هي تباركالله عليها,-1
بالله نحب نعرف حاجة مدخلتش مخي كيفاش واحد يدخل يتفرج و ميشتركش 🤷، تي عاونوا بعضكم هذه بنت بلادنا ممثلة كوميدية و الحق تستاهل التشجيع 🤌,
إنتاج خراااعي للغاية,-1
ممسطتها ها لمرا ياخي بالحق تعتبر ممثلة كوميدية ؟ والله مانيش مصدقة عمري ماريت ثقل كيما هاالإنسانة هاذي فيها مساطة وثقل غير عاديين يا ناري على الكوميديا في تونس,-1
عمر الفنان❤❤❤,
عمر المبدع,1
حلو ياسر … فانتظار حلقات اخرى,1
فنانة مبدعة ربي يوفقك أروى,
والله يهبل محلاه,
😂😂مبدعة أروى رمي عزيزتي ع الصباح كسكسي,
ههههه😅😅 معلمة يا اروى,
😂❤ ههههههه,
شباب كل نخيو فواصل عزة و موعز المسلسل جووو باهي عل لخر اما نحيو الفاصل هاما,
برافو مخف دمكم,
سلسلة تحفةنة لكن مليت ديما يخرجو الراجل التونسي في صورة ضعيف الشخصية و بيهم شويا,0
😂😂😂😂 ياسر حلوه علاش ماجبتوهش في رمضان,
علاش تحرمونا من حجات كيما هكا في تلفزة خير من التفاهة الي تعادت ههههههه,0
سلسلة ممتعة و تخلّيك تضحك ☺ يعطيكم الصحّة 👏,
بربي وين عادووه,0
يطلعشي موش بوكم 😂😂,0
😂😂😂😂😂😂😂😂😂😂😂😂  هاوينو ملك الموت,
استعمال لالفاظ دينية استعمال كوميدي ...لا حول ولا قوة الا بالله.....احذروا قَوْلُ الله تَعَالَى (وَلَئِن سَأَلْتَهُمْ لَيَقُولُنَّ إِنَّمَا كُنَّا نَخُوضُ وَنَلْعَبُ قُلْ أَبِاللَّهِ وَآيَاتِهِ وَرَسُولِهِ كُنتُمْ تَسْتَهْزِئُونَ).,-1
مسلسل ماسط,-1
😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢 الله ك يا كمال تواتي,
بزاف  هاد المسلسل ⁦🇩🇿⁩⁦🇩🇿⁩,
الي مضحكش في هذي الحلقة عمروا مضحكش 🤣🤣🤣🤣🤣🤣🤣,0
ولله انعاود في المسلسل كني اول مري نتفرج فيه محلها دراما التونسية 😊,
هل مثل هذا المستوى القذر يعرض على الشعب التونسي وقاحة قذرة من اين تاتون بهذه الوجوه البهلوانية.وقح وقح.,-1
يونس الفارحي يعطيك الصحة ياسر ياسر ضحكة حلوةبرافو,1
يح باني الطبيب مش عادي 😂😂😂,
مسلسل  🇩🇿❤,
شبعة ضحك😂😂😂😂,
ملا جو مع الكبتن ماجد,1
عجبتني غناية الحنريك عللللخر ❤,
المناخ العام 😂😂😂😂,0
شنوا هل اسفاف و التفاها هذي الكل!!!!!!!!!!!!!😮,-1
"شوف مختص عغناية أنا ما أحب هذا نومرو أنا شخص مابحب على ربي وتعود أنا 😮😢😢🎉😂😢😮😅😊😊😊😊خخهوووت. , لا",
والله محلاه ونحن نطالب بإعادة حبك درباني🙏,
حلقة مضحكة ومحلاها ❤😂,1
😂😂😂😂هههههه. يخي. شمدخل.  الصلح,
يقتل بضحك 😅2024,
شكون 2024 وومازال يتبع 😂,
هات فيسة هات تورنفيس هات تورنيفيس اخر هات فيسة اخرى هات سيقارو هات بريكيا,
😂😂تحية من لجزائر اخوتنا توانسة لهجتهم محلاها❤,
هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه ههههههههههههههنههههههههههههههههههه‍ ههههههه ههههههه ههههههه ههههههه,
مسلسل  ننصحكم تبعوه,1
ميردوشو في 2023 يهبل هو والهربة نتمنى يرجعوهم❤,
محلاه المسلسل فتووووووق,1
ههه شبعة ضحك بالدموع برافو 💙💙💙💙💙❤❤❤💚,
مسكين وليد الزين عاد المسلسل كامل في الخزانة ❤❤💙,-1
السبالة عندها فليت في البوبينة,0
شفيان مسلسل السبوعي,
شكون يتفرج في 2023,
يعجبني الثغير على خاتر بهيم و مخه صغير 😂😂,
أنا نتفرج فيها في 2023عندها الكورنا كدس ملي وفات,0
أمان اعطيوني سيتكوم يضحك باهي امان,0
مفهمتش علاه ديما مسلسلات التوانسة يمشولك في اعماقك,0
مسكين وليد الزين 🤣🤣😂😂,-1
لحقيقة ماسط السيتكوم 😑😑,-1
شكون يتفرج 2022,0
بعلوش هههه,
م نورةونوري,
ما يجيش البلومي مانعملش عيد ميلادي,-1
قصص محارم على هذا المنتدى خاص من يريد أن يكون في هذا المنتدى خاص من يريد أن يكون في هذا المنتدى خاص من يريد ان على أن,
ولله انا شوفت المسلسل في رمضان و رجعت باش نشوفو,0
هههههههههه مدفونة هههههههه وحدك سمير لاهو لاهو,0
جبت المعدل8.57,
تبارك الله,
( التَّحِيَّاتُ لِلَّهِ وَالصَّلَوَاتُ وَالطَّيِّبَاتُ السَّلَامُ عَلَيْكَ أَيُّهَا النَّبِيُّ وَرَحْمَةُ اللَّهِ وَبَرَكَاتُهُ السَّلَامُ عَلَيْنَا وَعَلَى عِبَادِ اللَّهِ الصَّالِحِينَ ، أَشْهَدُ أَنْ لَا إِلَهَ إِلَّا اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ وَأَشْهَدُ أَنَّ مُحَمَّدًا عَبْدُهُ وَرَسُولُهُ ) (اللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَعَلَى آلِ مُحَمَّدٍ كَمَا صَلَّيْتَ عَلَى إِبْرَاهِيمَ وَعَلَى آلِ إِبْرَاهِيمَ إِنَّكَ حَمِيدٌ مَجِيدٌ ، اللَّهُمَّ بَارِكْ عَلَى مُحَمَّدٍ وَعَلَى آلِ مُحَمَّدٍ كَمَا بَارَكْتَ عَلَى إِبْرَاهِيمَ وَعَلَى آلِ إِبْرَاهِيمَ إِنَّكَ حَمِيدٌ مَجِيدٌ),
أفضل مسلسل ♥️♥️,1
عجبني المسلسل,1
يابنية عمي شعمل في المنزليخي تعمل الى ولدك الى رجلك🙅🙅🙅🙅🙅🙎🙎🙎🙎,
مسلسل ممتاز برافو,1
هههههه ملا نوري,0
ههههههه مدفونة,0
واو ههههههههههه حجر الصحي يعطيكم الصحا واصلو تحيا تونس,1
إلي مازال يتفرج يحط ﻻيك👍👍👍,0
وليد الزين جاب المسلسل فلڨلي,
أنشوفو من يحب الله ورسوله,
صلي على محمد,
وينهم اولاد بلادي شجعوني انا جديدة في اليوتيوب ادعموني و مرسي,
عجبتن الحلقة😊❤💋💋💋,1
الله ك يا,
النور يا كوثر الباردي يدكهوك بقورى,
خبزة هي كاتو,
ملا الحجر الصحي شكون مزال يتفرج فيه مع 2021🍯🤴👸🎆🎇💜💙😍🤩😘😝😜🎉😺❤️🧡💛💚💙💜💝💖👍🌹🌷🌼🌸☃️⛄🍓🍌,0
تبركل الله عليكم😂😂😂♥️💜💙💚,
شرطت الطفال,
بدر من واد كنيس😂😂,
الله يعطي الواليدك الصحة وطول العمر وسجدة فمكة ويسهل عليكم لشاف هاد التعليق دخل دير ابوني وشاهد الفيديو لخر فرحني الله يفرحك ويسير امورك يااارب جزاااكم الله بأااالف خير🌷🌷🌷🌷🌷,
عجبني حجر الصحي,1
لي رجع يتفرج فيها. في ديسمبر 2020 وتوحش ايامات رمضان  يخبط لايك,
مسكين  وليد الزين عاد المسلسل كامل في الخزانة,-1
جعفووووور 💜💜💜😍😍,0
ممسطو السعدي الزيداني,-1
الي حاب يستمع للقرآن الكريم استمع لشيخ رعد محمد الكردي أو لشيخ سامي عبدالرحمن الكردي أو لشيخ پيشةوا قادر الكردي,
احسنتم فري فاير,
اني في رمضان ديما نتفرج,0
صحه بابا⁦⁦🇹🇳⁩⁦🇹🇳⁩⁦🇹🇳⁩⁦🇹🇳⁩⁦🇹🇳⁩,1
محل  وجعفر,
ههههههههههههههههه 😂😅,0
ههههههههههه  😂,1
شبع ضحك,1
ا نا🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩💫💫💫💫💫💫💫💫💫💫💫💖💖💖💖💖💖💖💖💖💖💖💖💖💖💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗❤❤❤❤❤❤❤❤❤❤❤❤❤❤😜😍😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜😜👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻💫👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿👏🏿💖👏🏽🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁,
مو كلش فهم كلامهم,-1
الى الإخوة في تونس جزاكم الله خيرا اخبار الفنان القدير منير العلوي. والله يعطيكم العافية.,
حجر صحي,0
باش يطيح على اولاد مفيدة هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,0
ههههههههههههه 😂😂,
برجليا  الداهش خرده غير عادي 😂😂,-1
١ضغ9٠حچ٠,
عجبني سمير لاهو لاهو,0
ههههه صح فطوركم,1
.,
نشل رمضانكم مبروك,
اله ك ا حيونة و سبوعي,
الحلقة الأولى أنتع الحجر الصحي خير من الحلقات أنتع دنيا أخرى لكل,
تحية خاصة ليكم خاوتنا التوانسة  من جيرانكم الجزائريين و الممثلة المتميزة الجميلة كوثر😙😙,
تلقاها صنف ال,
الأغنية طويلة جدا,
كوثر جعفر القاسمي تهبببببببببل والله 🥰💋🥰,1
تعجبني الغرائز تع الجنريك,
برنامج كوميدي اهبل,1
ماسط. لاسط,-1
احلى مسلسل تفرجت فيه,
اغنية عجبتني,
هههههه كي نقلك البس البس,
ملا كوثرالباردى جعفور,
وقتاش يحطوه؟؟؟؟,0
جعفووور وكوثر رووووعة عمل ناجح 🇩🇿🇩🇿🇩🇿🤗🤗🤗,
نور عيد ميلاد سعيد 🍰🍰♡♡☆☆ ☆☆❤❤❤❤💙💙💙💙💚💚💚💛💛💛💞💜💜💓💕💖💖💗💘💝💞💞💞💟💟🌷🌷🌷🌹🌹🌹🌸🌸🌸🌻🌻🌻🌼🌼🌼,
على كم الساعة يلعب,
انا نتبع فيكم من الجزائر اعطيكم الصحة أو انا نحبكم بزاف,
ماسط رهج,-1
محلاها الفازة,
مع قداه يجي في تاسعة,
جعفووور نمووتوو عليك 💖,
بعد شوفلي حل و نسيبتي العزيزة ما بقى حتى شئ عليه قيمة.,0
تعيشو خاوتي قولولي علا قداش يبدا  و صح رمضانكم تحية من الجزائر,0
سي لمهف المعلم,1
والله ماكنت راح نتفرج المسلسل بصح كي شفت كوتر البارودي وليت نبعتوا علجالها. 😍😍😊,
الحلقة رائعة جدا ومحلاها,1
على قداه الساعة يلعب,
رمضنكم مبروك,
ملاى زاوق مدنفر عاملي فيها فكاهي وهو ماسط ولاسط لكل على بعضو مفاجئ حتى شئ,0
ملا ماسط,-1
طارق بعلوش ماسط ماسط كيف خيرا,-1
معجبتنيش كوثر الباردي هنا,-1
ويني النوبة ؟؟؟؟؟,0
غريبة السارق عايش معاهم في الدار و الا شنوه؟؟؟,0
لحقيقة عادي برشا,0
وقتاش يتعدى في التلفزة ؟,0
بكل صراحة و صدق افضل مسلسل هو شوفلي حل و نسيبتي لعزيزة   ، عندي 10سنين نتفرج فيه و راح نزيد نتفرج فيه اخر نهار في حياتي،  تمثيل في قمة ابداع الله ك يا ،  منجي توحشناك ببوشة جميع ممثلين مبدعين كلهم،  لكن هؤلاى تحسهم قلوبهم خايبة و شر في عينيهم تتفرج فيهم تزيد حزن على حزن،  تفاهة,
تقتل بالضحك الحلقة محلاها,1
جعفور و محلاكم وخاصة إسم النوري اللي هو بابا ربي يفضلوا😍😍😍😍😍,
مثل عربي يموت الفن ويعيش لعفن,0
إياد الرابحي والديه ياعطيهم مرض في جعبهم على هالللخرية ألي سيبوه يحرق دم امو,-1
كوثر ممثلة قديرة جميلة متألقة دايما أعشقها وأعشق جميل مسلسلاتها والوليد كعبورة  ما احلاه هههههههههه  عسل مسلسل جميل وفكرة جميلة,
طارق بعلوش ،،،ماسط لاسط صاحبي,-1
سمير لاهو لاهو 😂😂😂😂😂,0
مرزن عصوصهم,-1
على قداه ساعة يتعدى,0
حجر ا لصحي,
تنصحوني بيه 🤔؟,0
ملا.  الحجر.   الصحي,
محلاها كوثر الباردي😍,
ههههه حلوة برشة,
يعطيكم الصحة و العافية خدمة نظيفة في هذا الزمن متاع الكوزونا,
كل شخص يقرأ الكومنتار هذا نقلو رمضانك مبروك وربي يفرحك ويعطيك ما تتمنى عاونوني بإشتراك في القناة,
نضحك تفزجو في قلب اذيب في الوطني وحد ينجح,
سمير لاهو لاهو,0
برافو بلال ميساوي...كتيبة كي صرمك. خرية اخرى من مستوى الهربة والا حتى أقل. زبورم اللي ردّك سيناريست و تكتب الحوارات,-1
كان نحكيلكوم علي الحجر الصحي في ايطليا,
على قداه يلعب,0
سيناريو معفط... مش راكب على بعضو  اخطاء بالجملة في سيناريو,-1
ماصطين ترهجوا . مستوى يعيف و منتج يحشم,-1
كون حولوني برك في رمضان جابوني لتونس كي يفض نرجع لدزاير,0
يخاوتي هداك الطفل الصغير قتلني ربي يحفظو اختكم من الجزائر  رمضان كريم,0
سيناريو ضعيف لحقيقة بلال الميساوي ملعبتش فيه,-1
كاان خلاااو كوثر و جعفر كهوو خيير😛 ...الباقي الكل امسط ممثلين في تونس🥺😑😑,-1
جعفففففففور.    وحدو.  وكل. شي.  يحلا. با. جعفففففور.  محلاه.  كي. يعود.  هوا.  في. تمثيل. فكاهي. او. أفلام.   اخرا. عيشك. ويطول. عمرك.  جعفور.    الغالي.  لعزيز.  نموتو.  عليه.  ناس. الكل.,
شكون يتفرج على دنيا أخرى ومبعد أولاد مفيدة ومبعد برامج التونسية ومبعد في الليل يتفرج على قلب الذئب والحجر الصحي في التليفون,0
محلاه سيتكوم⁦❤️⁩⁦❤️⁩⁦❤️⁩,
ممسطو بعلوش,-1
❤️❤️❤️❤️ برافووو خدمة نظيفة و خفيفة حبوك جعفور و  الداهش👏❤️😘😍,
انا الي في ربلكوكس,
ملا كمشة عصوص لموهم في سيتكوم مع بعضهم,-1
يخي وقته تصورت هذه تي كورونا جات عندها شهر كيفه جات فكرة فيسع و تصورة فيسع,
الضحك خارج من زكي 🙄🙄🙄,1
ماللا مساطة وتفاهة,-1
شكون معجباتوش دنيا اخرى,0
مساطه تونسية,-1
بعلوش ممثل ؟؟؟؟؟؟؟  الله   الشعري.,0
أخطاء في المونتاج,-1
الي شاف تعليقي نقولكم صح رمضانكم وعواشركم مبروكة ربي يستركم براجل صالح عاجلاً غير آجل ويفرحك بالدرية الصالحة ويرزقك واقفة ساهلة يا رب العالمين فرحوني ما تحقرونيش دريولي ابوني وجام حلفتكم براس ميمتك الغالية⁦❤️⁩⁦🇩🇿⁩⁦🇩🇿⁩⁦🇩🇿⁩⁦🇩🇿⁩,
قص و لصق لكن بطابع جعفر القاسمي مجهود طيب في فترة وجيزة,
رمضان كريم  مشاء الله عليكم🐠🐠🐠🐠🐠🦈🦈🦈🦈🦈🌻🌷🌻🌷🌻🌷🌷🌻👍👍👍👍👍,
يا التاسعة ياخي الي نراو فيهم جمعة كاملة في ساير الأيام تعاودو تمثلو بيهم في رمضان مش ياسر ؟؟,0
ياخي وذاني تسمع في زقزقة العصافير والموسيقة بالحق  وإلا نستخايل...,0
احسن سيتكوم,1
هههههه 👍👍,
كلش مفبرك,-1
برافو جعفور و كوثر الباردي ❤🤣,
بعلوش زااااااح.....ملزوم علينا  ياخي هالماسط,-1
بطن جعفر😂😂😂😂😂😂😂,
يعطيكم الصحة خوتنا التوانسا على البرامج ،عيينا من قناواتنا  تع الزيقو و الرنجاس,
ههههههههه محلاه السيتكوم😂😂😂,
تقتل ربي يعاونكم عمل رائع👍👌👏,
والله,
كوثر وجعفور  سيتكوم 💗💗💗💗🌹,
ههه شبعة ضحك بالدموع برافو 😂🤣🤣🤣🤣😁,
صح فطوركم جعفور  من الجزاءر,
وقتاه يجي هذا,0
على قداه يلعب هذا؟,0
برجولية دنيا اخرى ازبر,
إياد الصغير يتكل ماكلة يتقرمش ❤❤❤🖤🖤🖤☻☻☻,
لغناية مووووت ❤❤❤,1
صوت يقص,
الميوزيك ماليهاش يعطيكم الصحة من ليبيا,0
تقبل الله منا ومنكم صالح الأعمال كل عام وانتم بالف خير,
ههههههههههه سمير لاهو لاهو😂😂😂😂😂😂😂 وآلله عسل,0
ههههههههه يعطيكم الصحه 👍👍👍👍👍😍😍😍😍❤❤❤❤,0
ياخي تفاهة,-1
خدمه توب مى ياريت كون جات الحلقه كامله تتحط على الاقل نسبه المشاهده تكون واحده وقويه,
صحا فطوركم من الجزائر,1
أحسن سيتكوم السنا,1
ثم نخكىف ىعك 8,
احلي سيتكوم في رمضان السنا 😍😍😍👍👍👍,
مبدع كالعاده جعفور,
انااحب الحجرالصحي❤❤❤❤🇹🇳🇹🇳🎉🎉🎉🎉😍😍😍🥰🥰🥳🤩🤡😇😇,
شكون يتفرج من 2024 😂😂😂😂,0
ستكوم  عالمي برافو🎉🎉🎉🎉🎉🎉🎉🎉,
ملى العيد قتلني بالضحك  ❤❤😂,
انا ما نرقد كان كي نتفرج فيه ههههههههه❤❤❤❤❤,
احسن حلقة في البرنامج🎭🎭🎭,1
العيد ضامر برشا,
أحسن حلقة في البرنامج 😂😂,
"., 😂❤, 😘👽😹🙀😸🙀😿😾💟💖❤️❣️😾",
جعفر  قاسمي احلى انسان 😂❤,
عقم ليس معقف,0
هههههههه مل نوري و ام مرت,
ههههههه مل عيد ميلاد,
الزلزال ههههه,
أكثر حلقة تضحك,1
محلاها حلقة اليوم,
ولا تبز,
قصص مروى خليل جبران جرجي في هذا المنتدى خاص من يريد أن تكون هذه هي في,
أحل حج في رمضان🤣🤣,
هههههههههههههههههههه في ههههههههههه في ههههههههه,
ضحكني العيد وسي لاهولاهو,
جلطا مسكين ههههه,0
هههههه ملا العيد نبكي بالضحك هو و سعدي,1
شكون مازال يتفرج فيه في 2021,
كرة.   بالتاء المغلقة.     مدرسة. تاء مربوطة .  . .,0
نحبكم برشا ء♥️🎂🎉🎊🦄🤣😍👌🤩💝👄💋💓😘🙏🐦🌹🌺🌼🌻💐🖤💜🧡💛💕💖🌸,
العيد يقتل بالضحك😀😀😀😁😁😁ً😂😂😂😃😃😃😄😄😄😊😊😊,
الجال المعقف الي عقفو بيه لدين ههههه,
